time_count,traffic (in bits),traffic (in Byte),traffic (in Kilobyte),traffic (in Megabyte)
2005-06-10 10:25:00,7198746826,899843353.25,878753.274658203,858.157494783402
2005-06-10 10:30:00,7357096643,919637080.375,898083.086303711,877.034263968468
2005-06-10 10:35:00,7073351637,884168954.625,863446.244750977,843.209223389626
2005-06-10 10:40:00,7263396368,907924546,886645.064453125,865.864320755005
2005-06-10 10:45:00,7167188567,895898570.875,874900.948120117,854.395457148552
2005-06-10 10:50:00,7291114092,911389261.5,890028.575683594,869.16853094101
2005-06-10 10:55:00,7227193574,903399196.75,882225.778076172,861.548611402512
2005-06-10 11:00:00,7098263797,887282974.625,866487.279907227,846.178984284401
2005-06-10 11:05:00,7221614939,902701867.375,881544.792358399,860.883586287499
2005-06-10 11:10:00,7047556709,880944588.625,860297.449829102,840.134228348732
2005-06-10 11:15:00,7213862213,901732776.625,880598.414672852,859.959389328957
2005-06-10 11:20:00,7547227997,943403499.625,921292.480102539,899.699687600136
2005-06-10 11:25:00,7296445756,912055719.5,890679.413574219,869.804114818573
2005-06-10 11:30:00,7594964896,949370612,927119.73828125,905.390369415283
2005-06-10 11:35:00,7467313784,933414223,911537.327148437,890.173171043396
2005-06-10 11:40:00,7670699204,958837400.5,936364.648925781,914.418602466583
2005-06-10 11:45:00,7354736725,919342090.625,897795.010375977,876.75293982029
2005-06-10 11:50:00,7439621985,929952748.125,908156.98059082,886.872051358223
2005-06-10 11:55:00,7108461553,888557694.125,867732.123168945,847.394651532173
2005-06-10 12:00:00,7222478079,902809759.875,881650.15612793,860.986480593681
2005-06-10 12:05:00,7277725884,909715735.5,888394.272949219,867.572532176972
2005-06-10 12:10:00,7366863545,920857943.125,899275.335083008,878.198569417
2005-06-10 12:15:00,7190125656,898765707,877700.885742187,857.129771232605
2005-06-10 12:20:00,6981558018,872694752.25,852240.968994141,832.266571283341
2005-06-10 12:25:00,6694360441,836795055.125,817182.671020508,798.029952168465
2005-06-10 12:30:00,6536850166,817106270.75,797955.342529297,779.253264188766
2005-06-10 12:35:00,6619199661,827399957.625,808007.771118164,789.070088982582
2005-06-10 12:40:00,6635423463,829427932.875,809988.215698242,791.004116892815
2005-06-10 12:45:00,6647709844,830963730.5,811488.018066406,792.468767642975
2005-06-10 12:50:00,6762896734,845362091.75,825548.917724609,806.200114965439
2005-06-10 12:55:00,6854824139,856853017.375,836770.524780273,817.158715605736
2005-06-10 13:00:00,6947642975,868455371.875,848100.94909668,828.223583102226
2005-06-10 13:05:00,6663008221,832876027.625,813355.495727539,794.292476296425
2005-06-10 13:10:00,6537286261,817160782.625,798008.576782227,779.305250763893
2005-06-10 13:15:00,6483047475,810380934.375,791387.631225586,772.839483618736
2005-06-10 13:20:00,6472840100,809105012.5,790141.613769531,771.622669696808
2005-06-10 13:25:00,6252129676,781516209.5,763199.423339844,745.311936855316
2005-06-10 13:30:00,6401995790,800249473.75,781493.626708984,763.177369832993
2005-06-10 13:35:00,6145226547,768153318.375,750149.724975586,732.568090796471
2005-06-10 13:40:00,6441422541,805177817.625,786306.462524414,767.877404808998
2005-06-10 13:45:00,6319224765,789903095.625,771389.741821289,753.310294747353
2005-06-10 13:50:00,6178095948,772261993.5,754162.103027344,736.48642873764
2005-06-10 13:55:00,6171665169,771458146.125,753377.095825195,735.719820141792
2005-06-10 14:00:00,5899426084,737428260.5,720144.785644531,703.266392230988
2005-06-10 14:05:00,5969233951,746154243.875,728666.25378418,711.588138461113
2005-06-10 14:10:00,6028161493,753520186.625,735859.557250977,718.612848877907
2005-06-10 14:15:00,5978860867,747357608.375,729841.414428711,712.735756278038
2005-06-10 14:20:00,5880721056,735090132,717861.45703125,701.03657913208
2005-06-10 14:25:00,5807552030,725944003.75,708929.691162109,692.314151525497
2005-06-10 14:30:00,5634716674,704339584.25,687831.625244141,671.710571527481
2005-06-10 14:35:00,5634718365,704339795.625,687831.831665039,671.71077311039
2005-06-10 14:40:00,5790674768,723834346,706869.478515625,690.302225112915
2005-06-10 14:45:00,5651439379,706429922.375,689872.971069336,673.704073309898
2005-06-10 14:50:00,5860300455,732537556.875,715368.707885742,698.60225379467
2005-06-10 14:55:00,5672387515,709048439.375,692430.116577148,676.201285719872
2005-06-10 15:00:00,5507819886,688477485.75,672341.294677734,656.583295583725
2005-06-10 15:05:00,4928463181,616057897.625,601619.040649414,587.518594384193
2005-06-10 15:10:00,4711000366,588875045.75,575073.286865234,561.59500670433
2005-06-10 15:15:00,4704314374,588039296.75,574257.125732422,560.797974348068
2005-06-10 15:20:00,4707452791,588431598.875,574640.233276367,561.172102808952
2005-06-10 15:25:00,4690317670,586289708.75,572548.543701172,559.129437208176
2005-06-10 15:30:00,4510003029,563750378.625,550537.479125977,537.634256958962
2005-06-10 15:35:00,4330533200,541316650,528629.541015625,516.239786148071
2005-06-10 15:40:00,4323609025,540451128.125,527784.30480957,515.414360165596
2005-06-10 15:45:00,4188534101,523566762.625,511295.666625977,499.31217443943
2005-06-10 15:50:00,4134972671,516871583.875,504757.40612793,492.927154421806
2005-06-10 15:55:00,3965464695,495683086.875,484065.514526367,472.720229029656
2005-06-10 16:00:00,3931246431,491405803.875,479888.48034668,468.641094088554
2005-06-10 16:05:00,3844942762,480617845.25,469353.364501953,458.352895021439
2005-06-10 16:10:00,3763689345,470461168.125,459434.73449707,448.666732907295
2005-06-10 16:15:00,3771091228,471386403.5,460338.284667969,449.549106121063
2005-06-10 16:20:00,3746738288,468342286,457365.513671875,446.64600944519
2005-06-10 16:25:00,3640403561,455050445.125,444385.200317383,433.969922184944
2005-06-10 16:30:00,3626127872,453265984,442642.5625,432.268127441406
2005-06-10 16:35:00,3638065266,454758158.25,444099.763916016,433.691175699234
2005-06-10 16:40:00,3653481482,456685185.25,445981.626220703,435.528931856155
2005-06-10 16:45:00,3505512950,438189118.75,427919.061279297,417.889708280563
2005-06-10 16:50:00,3741067650,467633456.25,456673.297119141,445.970016717911
2005-06-10 16:55:00,3572374282,446546785.25,436080.844970703,425.860200166702
2005-06-10 17:00:00,3300971478,412621434.75,402950.619873047,393.506464719772
2005-06-10 17:05:00,3539670849,442458856.125,432088.72668457,421.961647152901
2005-06-10 17:10:00,3400815684,425101960.5,415138.633300781,405.408821582794
2005-06-10 17:15:00,3673650311,459206288.875,448443.641479492,437.933243632317
2005-06-10 17:20:00,3576852997,447106624.625,436627.563110352,426.394104599953
2005-06-10 17:25:00,3387781712,423472714,413547.572265625,403.855051040649
2005-06-10 17:30:00,3325639964,415704995.5,405961.909667969,396.447177410126
2005-06-10 17:35:00,3359460179,419932522.375,410090.353881836,400.47886121273
2005-06-10 17:40:00,3344590841,418073855.125,408275.249145508,398.70629799366
2005-06-10 17:45:00,3474105463,434263182.875,424085.139526367,414.145644068718
2005-06-10 17:50:00,3421926127,427740765.875,417715.591674805,407.925382494927
2005-06-10 17:55:00,3291682772,411460346.5,401816.744628906,392.399164676666
2005-06-10 18:00:00,3354312184,419289023,409461.936523438,399.865172386169
2005-06-10 18:05:00,3345738761,418217345.125,408415.376098633,398.843140721321
2005-06-10 18:10:00,3365812206,420726525.75,410865.747802734,401.236081838608
2005-06-10 18:15:00,3327324225,415915528.125,406167.50793457,396.647956967354
2005-06-10 18:20:00,3319307271,414913408.875,405188.875854492,395.692261576653
2005-06-10 18:25:00,3268726569,408590821.125,399014.473754883,389.662572026253
2005-06-10 18:30:00,3332951671,416618958.875,406854.452026367,397.318800806999
2005-06-10 18:35:00,3252132002,406516500.25,396988.769775391,387.68434548378
2005-06-10 18:40:00,3171723079,396465384.875,387173.227416992,378.098854899406
2005-06-10 18:45:00,3282244163,410280520.375,400664.570678711,391.273994803429
2005-06-10 18:50:00,3320870705,415108838.125,405379.724731445,395.878637433052
2005-06-10 18:55:00,3247937628,405992203.5,396476.761230469,387.18433713913
2005-06-10 19:00:00,3245364037,405670504.625,396162.602172852,386.877541184425
2005-06-10 19:05:00,3242853537,405356692.125,395856.14465332,386.578266263008
2005-06-10 19:10:00,3225219803,403152475.375,393703.589233398,384.476161360741
2005-06-10 19:15:00,3354881967,419360245.875,409531.490112305,399.933095812798
2005-06-10 19:20:00,3413894510,426736813.75,416735.169677734,406.967939138413
2005-06-10 19:25:00,3186865278,398358159.75,389021.640380859,379.903945684433
2005-06-10 19:30:00,3196308549,399538568.625,390174.383422852,381.029671311378
2005-06-10 19:35:00,3157141500,394642687.5,385393.249511719,376.360595226288
2005-06-10 19:40:00,3079199893,384899986.625,375878.893188477,367.069231629372
2005-06-10 19:45:00,3055976401,381997050.125,373043.994262695,364.300775647163
2005-06-10 19:50:00,3092584565,386573070.625,377512.764282227,368.664808869362
2005-06-10 19:55:00,2951609327,368951165.875,360303.872924805,351.85925090313
2005-06-10 20:00:00,2848251380,356031422.5,347686.936035156,339.538023471832
2005-06-10 20:05:00,2832804341,354100542.625,345801.311157227,337.696592926979
2005-06-10 20:10:00,2799543031,349942878.875,341741.092651367,333.731535792351
2005-06-10 20:15:00,2919491085,364936385.625,356383.189086914,348.03045809269
2005-06-10 20:20:00,2808135924,351016990.5,342790.029785156,334.755888462067
2005-06-10 20:25:00,2704321077,338040134.625,330117.318969727,322.380194306374
2005-06-10 20:30:00,2658321567,332290195.875,324502.14440918,316.89662539959
2005-06-10 20:35:00,2578615686,322326960.75,314772.422607422,307.39494395256
2005-06-10 20:40:00,2634697508,329337188.5,321618.348144531,314.080418109894
2005-06-10 20:45:00,2624393064,328049133,320360.481445312,312.852032661438
2005-06-10 20:50:00,2525988858,315748607.25,308348.249267578,301.121337175369
2005-06-10 20:55:00,2476171330,309521416.25,302267.008056641,295.182625055313
2005-06-10 21:00:00,2390595282,298824410.25,291820.713134766,284.98116517067
2005-06-10 21:05:00,2484739279,310592409.875,303312.900268555,296.20400416851
2005-06-10 21:10:00,2695710859,336963857.375,329066.266967773,321.353776335716
2005-06-10 21:15:00,2578166117,322270764.625,314717.543579102,307.341351151466
2005-06-10 21:20:00,2513984597,314248074.625,306882.885375977,299.690317749977
2005-06-10 21:25:00,2467493914,308436739.25,301207.753173828,294.148196458817
2005-06-10 21:30:00,2350435050,293804381.25,286918.341064453,280.193692445755
2005-06-10 21:35:00,2254647132,281830891.5,275225.479980469,268.774882793427
2005-06-10 21:40:00,2280422910,285052863.75,278371.937255859,271.847594976425
2005-06-10 21:45:00,2224214945,278026868.125,271510.61340332,265.14708340168
2005-06-10 21:50:00,2135212368,266901546,260646.041015625,254.537149429321
2005-06-10 21:55:00,2094488164,261811020.5,255674.824707031,249.68244600296
2005-06-10 22:00:00,2046721478,255840184.75,249843.930419922,243.988213300705
2005-06-10 22:05:00,2038732499,254841562.375,248868.713256836,243.035852789879
2005-06-10 22:10:00,2130593879,266324234.875,260082.260620117,253.986582636833
2005-06-10 22:15:00,2027701976,253462747,247522.213867188,241.720911979675
2005-06-10 22:20:00,2127822530,265977816.25,259743.961181641,253.656212091446
2005-06-10 22:25:00,2061831534,257728941.75,251688.419677734,245.789472341537
2005-06-10 22:30:00,2032816494,254102061.75,248146.544677734,242.33061003685
2005-06-10 22:35:00,2130300695,266287586.875,260046.471557617,253.951632380486
2005-06-10 22:40:00,2065471359,258183919.875,252132.73425293,246.223373293877
2005-06-10 22:45:00,2126953582,265869197.75,259637.888427734,253.552625417709
2005-06-10 22:50:00,1886208466,235776058.25,230250.056884766,224.853571176529
2005-06-10 22:55:00,1824283113,228035389.125,222690.809692383,217.471493840218
2005-06-10 23:00:00,1820255174,227531896.75,222199.117919922,216.991326093674
2005-06-10 23:05:00,1824783535,228097941.875,222751.896362305,217.531148791313
2005-06-10 23:10:00,1898292031,237286503.875,231725.10144043,226.29404437542
2005-06-10 23:15:00,1802364928,225295616,220015.25,214.858642578125
2005-06-10 23:20:00,1794999212,224374901.5,219116.114746094,213.980580806732
2005-06-10 23:25:00,1854294935,231786866.875,226354.362182617,221.049181818962
2005-06-10 23:30:00,1739534530,217441816.25,212345.523681641,207.368675470352
2005-06-10 23:35:00,1741125717,217640714.625,212539.760375977,207.558359742165
2005-06-10 23:40:00,1796585360,224573170,219309.736328125,214.169664382935
2005-06-10 23:45:00,1807606957,225950869.625,220655.146118164,215.48354113102
2005-06-10 23:50:00,1743551604,217943950.5,212835.889160156,207.847548007965
2005-06-10 23:55:00,1717615931,214701991.375,209669.913452148,204.755774855614
2005-06-11 00:00:00,1728108046,216013505.75,210950.689208984,206.006532430649
2005-06-11 00:05:00,1673956882,209244610.25,204340.439697266,199.551210641861
2005-06-11 00:10:00,1739182249,217397781.125,212302.520629883,207.32668030262
2005-06-11 00:15:00,1687596705,210949588.125,206005.45715332,201.177204251289
2005-06-11 00:20:00,1682901916,210362739.5,205432.362792969,200.617541790009
2005-06-11 00:25:00,1705822143,213227767.875,208230.24206543,203.349845767021
2005-06-11 00:30:00,1584831787,198103973.375,193460.911499023,188.926671385765
2005-06-11 00:35:00,1620943693,202617961.625,197869.103149414,193.23154604435
2005-06-11 00:40:00,1695847640,211980955,207012.651367187,202.160792350769
2005-06-11 00:45:00,1619751135,202468891.875,197723.52722168,193.089382052422
2005-06-11 00:50:00,1555772102,194471512.75,189913.586669922,185.462486982346
2005-06-11 00:55:00,1617194691,202149336.375,197411.461303711,192.784630179405
2005-06-11 01:00:00,1601171718,200146464.75,195455.531982422,190.874542951584
2005-06-11 01:05:00,1583110782,197888847.75,193250.827880859,188.721511602402
2005-06-11 01:10:00,1554302278,194287784.75,189734.164794922,185.287270307541
2005-06-11 01:15:00,1547928046,193491005.75,188956.060302734,184.527402639389
2005-06-11 01:20:00,1657198527,207149815.875,202294.74206543,197.553459048271
2005-06-11 01:25:00,1606737377,200842172.125,196134.93371582,191.538021206856
2005-06-11 01:30:00,1518254882,189781860.25,185333.847900391,180.990085840225
2005-06-11 01:35:00,1546009136,193251142,188721.818359375,184.298650741577
2005-06-11 01:40:00,1651378127,206422265.875,201584.244018555,196.85961329937
2005-06-11 01:45:00,1623350615,202918826.875,198162.916870117,193.518473505974
2005-06-11 01:50:00,1564361591,195545198.875,190962.108276367,186.48643386364
2005-06-11 01:55:00,1550249061,193781132.625,189239.387329102,184.804089188576
2005-06-11 02:00:00,1536105232,192013154,187512.845703125,183.118013381958
2005-06-11 02:05:00,1575126137,196890767.125,192276.139770508,187.769667744637
2005-06-11 02:10:00,1606181939,200772742.375,196067.131225586,191.471807837486
2005-06-11 02:15:00,1591101981,198887747.625,194226.316040039,189.674136757851
2005-06-11 02:20:00,1508835857,188604482.125,184184.064575195,179.867250561714
2005-06-11 02:25:00,1514521919,189315239.875,184878.16394043,180.545081973076
2005-06-11 02:30:00,1469684286,183710535.75,179404.820068359,175.200019598007
2005-06-11 02:35:00,1538782688,192347836,187839.68359375,183.437191009521
2005-06-11 02:40:00,1536170664,192021333,187520.833007813,183.125813484192
2005-06-11 02:45:00,1527454960,190931870,186456.904296875,182.086820602417
2005-06-11 02:50:00,1497633723,187204215.375,182816.616577148,178.531852126122
2005-06-11 02:55:00,1531434008,191429251,186942.627929688,182.561160087585
2005-06-11 03:00:00,1505913504,188239188,183827.33203125,179.518878936768
2005-06-11 03:05:00,1568519099,196064887.375,191469.616577148,186.982047438622
2005-06-11 03:10:00,1543472996,192934124.5,188412.230957031,183.996319293976
2005-06-11 03:15:00,1422745932,177843241.5,173675.040527344,169.604531764984
2005-06-11 03:20:00,1416850982,177106372.75,172955.442138672,168.901798963547
2005-06-11 03:25:00,1409378024,176172253,172043.215820313,168.010952949524
2005-06-11 03:30:00,1469954083,183744260.375,179437.754272461,175.2321819067
2005-06-11 03:35:00,1566262544,195782818,191194.158203125,186.713045120239
2005-06-11 03:40:00,1550208987,193776123.375,189234.495483398,184.799311995506
2005-06-11 03:45:00,1532289969,191536246.125,187047.115356445,182.663198590279
2005-06-11 03:50:00,1528267983,191033497.875,186556.150268555,182.183740496635
2005-06-11 03:55:00,1570157518,196269689.75,191669.618896484,187.177362203598
2005-06-11 04:00:00,1564134882,195516860.25,190934.433837891,186.459408044815
2005-06-11 04:05:00,1612227686,201528460.75,196805.137451172,192.19251704216
2005-06-11 04:10:00,1554142278,194267784.75,189714.633544922,185.268196821213
2005-06-11 04:15:00,1480573935,185071741.875,180734.122924805,176.498166918755
2005-06-11 04:20:00,1412044638,176505579.75,172368.730224609,168.32883810997
2005-06-11 04:25:00,1451812298,181476537.25,177223.180908203,173.069512605667
2005-06-11 04:30:00,1467683517,183460439.625,179160.585571289,174.961509346962
2005-06-11 04:35:00,1553302458,194162807.25,189612.116455078,185.168082475662
2005-06-11 04:40:00,1639122262,204890282.75,200088.166748047,195.39860033989
2005-06-11 04:45:00,1543763046,192970380.75,188447.637451172,184.03089594841
2005-06-11 04:50:00,1509857059,188732132.375,184308.723022461,179.988987326622
2005-06-11 04:55:00,1565006225,195625778.125,191040.798950195,186.5632802248
2005-06-11 05:00:00,1537915071,192239383.875,187733.77331543,183.333763003349
2005-06-11 05:05:00,1597023976,199627997,194949.215820313,190.380093574524
2005-06-11 05:10:00,1603329870,200416233.75,195718.978271484,191.131814718246
2005-06-11 05:15:00,1549071197,193633899.625,189095.605102539,184.663676857948
2005-06-11 05:20:00,1570501021,196312627.625,191711.550415039,187.218310952187
2005-06-11 05:25:00,1682924861,210365607.625,205435.163696289,200.620277047157
2005-06-11 05:30:00,1768028772,221003596.5,215823.824707031,210.76545381546
2005-06-11 05:35:00,1936178324,242022290.5,236349.893066406,230.810442447662
2005-06-11 05:40:00,1887510549,235938818.625,230409.002563477,225.008791565895
2005-06-11 05:45:00,1753398470,219174808.75,214037.899169922,209.021385908127
2005-06-11 05:50:00,1836187955,229523494.375,224144.037475586,218.890661597252
2005-06-11 05:55:00,1830607006,228825875.75,223462.769287109,218.225360631943
2005-06-11 06:00:00,1866109181,233263647.625,227796.530883789,222.4575496912
2005-06-11 06:05:00,1969485843,246185730.375,240415.752319336,234.781008124351
2005-06-11 06:10:00,1928683814,241085476.75,235435.035888672,229.917027235031
2005-06-11 06:15:00,2010088760,251261095,245372.163085938,239.621253013611
2005-06-11 06:20:00,1961804036,245225504.5,239478.031738281,233.865265369415
2005-06-11 06:25:00,1998154113,249769264.125,243915.29699707,238.198532223701
2005-06-11 06:30:00,2058272773,257284096.625,251254.000610352,245.365234971046
2005-06-11 06:35:00,2175472819,271934102.375,265560.646850586,259.336569190025
2005-06-11 06:40:00,2213345800,276668225,270183.813476562,263.851380348206
2005-06-11 06:45:00,2112077889,264009736.125,257822.00793457,251.779304623604
2005-06-11 06:50:00,2210662170,276332771.25,269856.221923828,263.531466722488
2005-06-11 06:55:00,2238229710,279778713.75,273221.400146484,266.817773580551
2005-06-11 07:00:00,2351370910,293921363.75,287032.581787109,280.305255651474
2005-06-11 07:05:00,2350441186,293805148.25,286919.090087891,280.194423913956
2005-06-11 07:10:00,2557167234,319645904.25,312154.203369141,304.838089227676
2005-06-11 07:15:00,2404329627,300541203.375,293497.268920898,286.618426680565
2005-06-11 07:20:00,2315715655,289464456.875,282680.133666992,276.054818034172
2005-06-11 07:25:00,2352764776,294095597,287202.731445312,280.471417427063
2005-06-11 07:30:00,2478409016,309801127,302540.163085937,295.449378013611
2005-06-11 07:35:00,2607569613,325946201.625,318306.837524414,310.846521019936
2005-06-11 07:40:00,2557926021,319740752.625,312246.828735352,304.928543686867
2005-06-11 07:45:00,2602236841,325279605.125,317655.864379883,310.210805058479
2005-06-11 07:50:00,2658227184,332278398,324490.623046875,316.885374069214
2005-06-11 07:55:00,2632978330,329122291.25,321408.487548828,313.875476121902
2005-06-11 08:00:00,2719841065,339980133.125,332011.848754883,324.23032104969
2005-06-11 08:05:00,2685041272,335630159,327763.827148437,320.081862449646
2005-06-11 08:10:00,2602069642,325258705.25,317635.454345703,310.190873384476
2005-06-11 08:15:00,2618216820,327277102.5,319606.545410156,312.115767002106
2005-06-11 08:20:00,2692925937,336615742.125,328726.310668945,321.021787762642
2005-06-11 08:25:00,2708837289,338604661.125,330668.614379883,322.918568730354
2005-06-11 08:30:00,2866395636,358299454.5,349901.811035156,341.70098733902
2005-06-11 08:35:00,2847840322,355980040.25,347636.758056641,339.489021539688
2005-06-11 08:40:00,2763566633,345445829.125,337349.442504883,329.442814946175
2005-06-11 08:45:00,2729829122,341228640.25,333231.093994141,325.420990228653
2005-06-11 08:50:00,2844258473,355532309.125,347199.520629883,339.06203186512
2005-06-11 08:55:00,2912302935,364037866.875,355505.729370117,347.173563838005
2005-06-11 09:00:00,3004467238,375558404.75,366756.254638672,358.160404920578
2005-06-11 09:05:00,2941663205,367707900.625,359089.746704102,350.673580765724
2005-06-11 09:10:00,2904789248,363098656,354588.53125,346.277862548828
2005-06-11 09:15:00,2948640192,368580024,359941.4296875,351.505302429199
2005-06-11 09:20:00,2922149621,365268702.625,356707.717407227,348.347380280495
2005-06-11 09:25:00,3057140047,382142505.875,373186.040893555,364.439493060112
2005-06-11 09:30:00,3008804530,376100566.25,367285.709228516,358.677450418472
2005-06-11 09:35:00,2876297522,359537190.25,351110.537353516,342.881384134293
2005-06-11 09:40:00,2855118612,356889826.5,348525.221191406,340.356661319733
2005-06-11 09:45:00,2943987853,367998481.625,359373.517211914,350.95070040226
2005-06-11 09:50:00,3080925021,385115627.625,376089.480102539,367.274882912636
2005-06-11 09:55:00,2911461805,363932725.625,355403.052368164,347.073293328285
2005-06-11 10:00:00,2922685583,365335697.875,356773.142456055,348.411271929741
2005-06-11 10:05:00,2952525878,369065734.75,360415.756591797,351.968512296677
2005-06-11 10:10:00,2891387473,361423434.125,352952.572387695,344.680246472359
2005-06-11 10:15:00,2903013459,362876682.375,354371.760131836,346.066172003746
2005-06-11 10:20:00,2795414475,349426809.375,341237.118530273,333.23937356472
2005-06-11 10:25:00,2827020524,353377565.5,345095.278808594,337.007108211517
2005-06-11 10:30:00,2892141567,361517695.875,353044.62487793,344.770141482353
2005-06-11 10:35:00,2872112526,359014065.75,350599.673583984,342.38249373436
2005-06-11 10:40:00,2821310825,352663853.125,344398.294067383,336.326459050179
2005-06-11 10:45:00,2852846912,356605864,348247.9140625,340.08585357666
2005-06-11 10:50:00,2824455782,353056972.75,344782.199951172,336.701367139816
2005-06-11 10:55:00,2940608396,367576049.5,358960.985839844,350.547837734222
2005-06-11 11:00:00,2963729937,370466242.125,361783.439575195,353.304140210152
2005-06-11 11:05:00,2907922940,363490367.5,354971.062011719,346.651427745819
2005-06-11 11:10:00,2955947646,369493455.75,360833.452880859,352.376418828964
2005-06-11 11:15:00,3071977204,383997150.5,374997.217285156,366.208220005035
2005-06-11 11:20:00,2918422722,364802840.25,356252.773681641,347.903099298477
2005-06-11 11:25:00,3124951320,390618915,381463.784179688,372.523226737976
2005-06-11 11:30:00,3191415462,398926932.75,389577.082763672,380.446369886398
2005-06-11 11:35:00,3178411189,397301398.625,387989.647094727,378.896139740944
2005-06-11 11:40:00,3117385916,389673239.5,380540.272949219,371.621360301971
2005-06-11 11:45:00,3032068280,379008535,370125.522460937,361.450705528259
2005-06-11 11:50:00,3069050280,383631285,374639.926757812,365.859303474426
2005-06-11 11:55:00,3101184306,387648038.25,378562.537353516,369.689977884293
2005-06-11 12:00:00,2906221506,363277688.25,354763.367431641,346.448601007462
2005-06-11 12:05:00,2896639275,362079909.375,353593.661499023,345.30631005764
2005-06-11 12:10:00,2971901790,371487723.75,362780.980224609,354.278301000595
2005-06-11 12:15:00,2997309092,374663636.5,365882.457519531,357.307087421417
2005-06-11 12:20:00,2952628764,369078595.5,360428.315917969,351.980777263641
2005-06-11 12:25:00,3119441811,389930226.375,380791.236694336,371.866442084312
2005-06-11 12:30:00,3027697134,378462141.75,369591.935302734,360.929624319077
2005-06-11 12:35:00,3022244492,377780561.5,368926.329589844,360.279618740082
2005-06-11 12:40:00,3020467203,377558400.375,368709.375366211,360.067749381065
2005-06-11 12:45:00,2956254689,369531836.125,360870.93371582,352.413021206856
2005-06-11 12:50:00,2944037729,368004716.125,359379.60559082,350.956646084785
2005-06-11 12:55:00,2956037841,369504730.125,360844.463012695,352.387170910835
2005-06-11 13:00:00,2953442772,369180346.5,360527.682128906,352.07781457901
2005-06-11 13:05:00,3057102221,382137777.625,373181.423461914,364.434983849525
2005-06-11 13:10:00,3033314584,379164323,370277.659179688,361.599276542664
2005-06-11 13:15:00,3023380443,377922555.375,369064.995483398,360.415034651756
2005-06-11 13:20:00,3033643753,379205469.125,370317.840942383,361.638516545296
2005-06-11 13:25:00,3365954060,420744257.5,410883.063964844,401.252992153168
2005-06-11 13:30:00,3171062197,396382774.625,387092.553344727,378.02007162571
2005-06-11 13:35:00,3048951060,381118882.5,372186.408691406,363.463289737701
2005-06-11 13:40:00,3120730093,390091261.625,380948.497680664,372.020017266273
2005-06-11 13:45:00,3054338168,381792271,372844.014648437,364.105483055115
2005-06-11 13:50:00,3122459671,390307458.875,381159.627807617,372.226199030876
2005-06-11 13:55:00,3013264675,376658084.375,367830.160522461,359.209141135216
2005-06-11 14:00:00,3049335897,381166987.125,372233.385864258,363.509165883064
2005-06-11 14:05:00,3129005060,391125632.5,381958.625488281,373.0064702034
2005-06-11 14:10:00,3100689572,387586196.5,378502.145019531,369.631000995636
2005-06-11 14:15:00,3163510136,395438767,386170.670898438,377.119795799255
2005-06-11 14:20:00,3116176069,389522008.625,380392.586547852,371.477135300636
2005-06-11 14:25:00,3029716864,378714608,369838.484375,361.170394897461
2005-06-11 14:30:00,3124211438,390526429.75,381373.466552734,372.435025930405
2005-06-11 14:35:00,3074845286,384355660.75,375347.324951172,366.550122022629
2005-06-11 14:40:00,3106798099,388349762.375,379247.814819336,370.359194159508
2005-06-11 14:45:00,3087209526,385901190.75,376856.631591797,368.024054288864
2005-06-11 14:50:00,3278647004,409830875.5,400225.464355469,390.845180034637
2005-06-11 14:55:00,3184179426,398022428.25,388693.777587891,379.583767175674
2005-06-11 15:00:00,3059318504,382414813,373451.965820312,364.699185371399
2005-06-11 15:05:00,2998838248,374854781,366069.122070312,357.48937702179
2005-06-11 15:10:00,3024641690,378080211.25,369218.956298828,360.565387010574
2005-06-11 15:15:00,3124169151,390521143.875,381368.30456543,372.429984927177
2005-06-11 15:20:00,3044941980,380617747.5,371697.019042969,362.985370159149
2005-06-11 15:25:00,3166525912,395815739,386538.807617188,377.47930431366
2005-06-11 15:30:00,3250866076,406358259.5,396834.237792969,387.533435344696
2005-06-11 15:35:00,3031151821,378893977.625,370013.650024414,361.341455101967
2005-06-11 15:40:00,3029218579,378652322.375,369777.658569336,361.110994696617
2005-06-11 15:45:00,3073272636,384159079.5,375155.351074219,366.362647533417
2005-06-11 15:50:00,3059462021,382432752.625,373469.484985352,364.716293931007
2005-06-11 15:55:00,3083497691,385437211.375,376403.526733398,367.581569075584
2005-06-11 16:00:00,2998749328,374843666,366058.267578125,357.478776931763
2005-06-11 16:05:00,3025354405,378169300.625,369305.957641602,360.650349259377
2005-06-11 16:10:00,3058378425,382297303.125,373337.210083008,364.587119221687
2005-06-11 16:15:00,3094071949,386758993.625,377694.329711914,368.842118859291
2005-06-11 16:20:00,3097857556,387232194.5,378156.439941406,369.29339838028
2005-06-11 16:25:00,2982908477,372863559.625,364124.569946289,355.590400338173
2005-06-11 16:30:00,2950885683,368860710.375,360215.537475586,351.772985816002
2005-06-11 16:35:00,2893656578,361707072.25,353229.562744141,344.950744867325
2005-06-11 16:40:00,2792795274,349099409.25,340917.391845703,332.927140474319
2005-06-11 16:45:00,2863976642,357997080.25,349606.523681641,341.412620782852
2005-06-11 16:50:00,2989635939,373704492.375,364945.793334961,356.392376303673
2005-06-11 16:55:00,2908613331,363576666.375,355055.338256836,346.733728766441
2005-06-11 17:00:00,2942308970,367788621.25,359168.575439453,350.750561952591
2005-06-11 17:05:00,2884955533,360619441.625,352167.423461914,343.913499474525
